Epoch: 0   Train Loss: 2.828944220834849   Valid Loss: 3.074337191051907
Epoch: 67   Train Loss: 1.8408634516657616   Valid Loss: 1.9910881519317627

Epoch: 68   Train Loss: 1.83285348999257   Valid Loss: 1.9826146761576335

Epoch: 69   Train Loss: 1.828006700593598   Valid Loss: 1.976670953962538

Epoch: 70   Train Loss: 1.8235498666763306   Valid Loss: 1.9667427407370672

Epoch: 71   Train Loss: 1.8126989700356309   Valid Loss: 1.9604390859603882

Epoch: 72   Train Loss: 1.8077060276148271   Valid Loss: 1.9524475203620062

Epoch: 73   Train Loss: 1.7982807986590328   Valid Loss: 1.9452470938364665

Epoch: 74   Train Loss: 1.7897287996447817   Valid Loss: 1.9346649646759033

Epoch: 75   Train Loss: 1.784445813723973   Valid Loss: 1.9270261261198256

Epoch: 76   Train Loss: 1.77636093022872   Valid Loss: 1.9179309606552124

Epoch: 77   Train Loss: 1.7650074715517006   Valid Loss: 1.9114252196417914

Epoch: 78   Train Loss: 1.7563403698862816   Valid Loss: 1.8942673338784113

Epoch: 79   Train Loss: 1.7475813797542028   Valid Loss: 1.8904283841451008

Epoch: 80   Train Loss: 1.7353790146963937   Valid Loss: 1.8682818015416462

Epoch: 81   Train Loss: 1.7266919612884521   Valid Loss: 1.864405420091417

Epoch: 82   Train Loss: 1.7146310733289134   Valid Loss: 1.8509158558315701

Epoch: 83   Train Loss: 1.7054464330478591   Valid Loss: 1.8485898441738553

Epoch: 84   Train Loss: 1.6950154450474952   Valid Loss: 1.8401702509986029

Epoch: 85   Train Loss: 1.691291830977615   Valid Loss: 1.8218705124325223

Epoch: 86   Train Loss: 1.6757959881607367   Valid Loss: 1.810801347096761

Epoch: 87   Train Loss: 1.6699457630819203   Valid Loss: 1.7997171348995633

Epoch: 88   Train Loss: 1.6599661038846385   Valid Loss: 1.7916886541578505

Epoch: 89   Train Loss: 1.6507848987773972   Valid Loss: 1.7856222126219008

Epoch: 90   Train Loss: 1.6436362826094335   Valid Loss: 1.7774715423583984

Epoch: 91   Train Loss: 1.6333835489895878   Valid Loss: 1.768917269176907

Epoch: 92   Train Loss: 1.6250630276543754   Valid Loss: 1.7524468104044597

Epoch: 93   Train Loss: 1.6146163429532732   Valid Loss: 1.7467512951956854

Epoch: 94   Train Loss: 1.6075685681128988   Valid Loss: 1.7416441043217976

Epoch: 95   Train Loss: 1.6046485025055555   Valid Loss: 1.7375350130928888

Epoch: 96   Train Loss: 1.591955070592919   Valid Loss: 1.720527450243632

Epoch: 97   Train Loss: 1.591331117007197   Valid Loss: 1.720714873737759

Epoch: 98   Train Loss: 1.5767701523644584   Valid Loss: 1.701465778880649

Epoch: 99   Train Loss: 1.5739203423869854   Valid Loss: 1.6994149949815538

Epoch: 100   Train Loss: 1.5670954207984769   Valid Loss: 1.7112884786393907

Epoch: 101   Train Loss: 1.5652723434020062   Valid Loss: 1.6845527622434828

Epoch: 102   Train Loss: 1.5551563014789505   Valid Loss: 1.6763189103868272

Epoch: 103   Train Loss: 1.5516242299761092   Valid Loss: 1.6715641154183283

Epoch: 104   Train Loss: 1.5409380051554467   Valid Loss: 1.6683149072859023

Epoch: 105   Train Loss: 1.5388122505071211   Valid Loss: 1.6609201166364882

Epoch: 106   Train Loss: 1.533650894554294   Valid Loss: 1.6556165218353271

Epoch: 107   Train Loss: 1.5275588984392128   Valid Loss: 1.6492445866266887

Epoch: 108   Train Loss: 1.5263858474030787   Valid Loss: 1.6448625591066148

Epoch: 109   Train Loss: 1.516334392586533   Valid Loss: 1.6317034827338324

Epoch: 110   Train Loss: 1.5101287121675453   Valid Loss: 1.6285350057813857

Epoch: 111   Train Loss: 1.5035968191769657   Valid Loss: 1.6290861633088853

Epoch: 112   Train Loss: 1.5033258807902434   Valid Loss: 1.6217347648408678

Epoch: 113   Train Loss: 1.4956609594578645   Valid Loss: 1.6143465571933322

Epoch: 114   Train Loss: 1.491582517721215   Valid Loss: 1.6082903544108074

Epoch: 115   Train Loss: 1.4852664057089358   Valid Loss: 1.6039398908615112

Epoch: 116   Train Loss: 1.4875682884333086   Valid Loss: 1.5999058485031128

Epoch: 117   Train Loss: 1.4795516388756889   Valid Loss: 1.5938263601726956

Epoch: 118   Train Loss: 1.4730488889071407   Valid Loss: 1.5894017616907756

Epoch: 119   Train Loss: 1.4667894305015097   Valid Loss: 1.5813749101426866

Epoch: 120   Train Loss: 1.4596166343105084   Valid Loss: 1.5819282796647813

Epoch: 121   Train Loss: 1.4581635776831179   Valid Loss: 1.575430883301629

Epoch: 122   Train Loss: 1.4628985195743793   Valid Loss: 1.5781587362289429

Epoch: 123   Train Loss: 1.4517167952595924   Valid Loss: 1.5684866375393338

Epoch: 124   Train Loss: 1.4485659696617905   Valid Loss: 1.5617852343453302

Epoch: 125   Train Loss: 1.4428652062708018   Valid Loss: 1.5510512987772624

Epoch: 126   Train Loss: 1.441763846241698   Valid Loss: 1.550492485364278

Epoch: 127   Train Loss: 1.4342282353615274   Valid Loss: 1.5461353725857205

Epoch: 128   Train Loss: 1.4312005651240447   Valid Loss: 1.548371606402927

Epoch: 129   Train Loss: 1.4305958163981536   Valid Loss: 1.5406646728515625

Epoch: 130   Train Loss: 1.4293958118983678   Valid Loss: 1.5419130590226915

Epoch: 131   Train Loss: 1.4221565236850662   Valid Loss: 1.5392742951711018

Epoch: 132   Train Loss: 1.4234806128910609   Valid Loss: 1.5272421439488728

Epoch: 133   Train Loss: 1.41218905302943   Valid Loss: 1.5262735817167494

Epoch: 134   Train Loss: 1.4136980626047875   Valid Loss: 1.515637954076131

Epoch: 135   Train Loss: 1.4100305839460723   Valid Loss: 1.5171594884660509

Epoch: 136   Train Loss: 1.4013284639436372   Valid Loss: 1.5154034164216783

Epoch: 137   Train Loss: 1.400660556189868   Valid Loss: 1.5182539754443698

Epoch: 138   Train Loss: 1.397371571891162   Valid Loss: 1.5063776705000136

Epoch: 139   Train Loss: 1.397586696001948   Valid Loss: 1.508153822686937

Epoch: 140   Train Loss: 1.3934598333981572   Valid Loss: 1.501557641559177

Epoch: 141   Train Loss: 1.3919101077683118   Valid Loss: 1.5166752205954657

Epoch: 142   Train Loss: 1.3886267482017984   Valid Loss: 1.5019638008541532

Epoch: 143   Train Loss: 1.3900486960703013   Valid Loss: 1.4977212217119005

Epoch: 144   Train Loss: 1.38478591490765   Valid Loss: 1.4906907346513536

Epoch: 145   Train Loss: 1.3811540822593533   Valid Loss: 1.4879454109403822

Epoch: 146   Train Loss: 1.380740610920653   Valid Loss: 1.485445539156596

Epoch: 147   Train Loss: 1.3856071355391522   Valid Loss: 1.4835686816109552

Epoch: 148   Train Loss: 1.3734442433532403   Valid Loss: 1.4832973877588909

Epoch: 149   Train Loss: 1.3717490167033917   Valid Loss: 1.5007625155978732

Epoch: 150   Train Loss: 1.3717685135043398   Valid Loss: 1.4788561529583402

Epoch: 151   Train Loss: 1.3678447421716184   Valid Loss: 1.4856204059388902

Epoch: 152   Train Loss: 1.3730312975085512   Valid Loss: 1.4701406690809462

Epoch: 153   Train Loss: 1.363412891115461   Valid Loss: 1.4690408839119806

Epoch: 154   Train Loss: 1.3606581493299834   Valid Loss: 1.4649004141489665

Epoch: 155   Train Loss: 1.3548640791250735   Valid Loss: 1.4633118444018893

Epoch: 156   Train Loss: 1.3571888548987252   Valid Loss: 1.4687953657574124

Epoch: 157   Train Loss: 1.3610410252395941   Valid Loss: 1.46178404490153

Epoch: 158   Train Loss: 1.356013482930709   Valid Loss: 1.450930568906996

Epoch: 159   Train Loss: 1.3520528540319325   Valid Loss: 1.4587872160805597

Epoch: 160   Train Loss: 1.3509460565995197   Valid Loss: 1.4492707120047674

Epoch: 161   Train Loss: 1.3526384806146428   Valid Loss: 1.4509301980336506

Epoch: 162   Train Loss: 1.34780760930509   Valid Loss: 1.4438234832551744

Epoch: 163   Train Loss: 1.345565990525849   Valid Loss: 1.444347659746806

Epoch: 164   Train Loss: 1.3401616422497495   Valid Loss: 1.441433072090149

Epoch: 165   Train Loss: 1.3336189985275269   Valid Loss: 1.4385832283231947

Epoch: 166   Train Loss: 1.3355953328463497   Valid Loss: 1.4376529455184937

Epoch: 167   Train Loss: 1.3340450379313256   Valid Loss: 1.4323552581999037

Epoch: 168   Train Loss: 1.339286366287543   Valid Loss: 1.4324007034301758

Epoch: 169   Train Loss: 1.331270222761193   Valid Loss: 1.4354757335450914

Epoch: 170   Train Loss: 1.3280758736084919   Valid Loss: 1.4326026572121515

Epoch: 171   Train Loss: 1.3275947887070325   Valid Loss: 1.4270754522747464

Epoch: 172   Train Loss: 1.322440886984066   Valid Loss: 1.4249804019927979

Epoch: 173   Train Loss: 1.3208340260447289   Valid Loss: 1.429192238383823

Epoch: 174   Train Loss: 1.3220239999342938   Valid Loss: 1.4312898847791884

Epoch: 175   Train Loss: 1.3218220423678964   Valid Loss: 1.4223244057761297

Epoch: 176   Train Loss: 1.3176003134980494   Valid Loss: 1.417672250005934

Epoch: 177   Train Loss: 1.3178534167153495   Valid Loss: 1.418711291419135

Epoch: 178   Train Loss: 1.3202549121817764   Valid Loss: 1.4128055440054998

Epoch: 179   Train Loss: 1.3138498116512687   Valid Loss: 1.4163005616929796

Epoch: 180   Train Loss: 1.3123642911716384   Valid Loss: 1.4187790950139363

Epoch: 181   Train Loss: 1.3196072286489058   Valid Loss: 1.4087279107835557

Epoch: 182   Train Loss: 1.3104694862754978   Valid Loss: 1.4095446136262682

Epoch: 183   Train Loss: 1.3097293206623621   Valid Loss: 1.407137049569024

Epoch: 184   Train Loss: 1.3105189897576157   Valid Loss: 1.413274261686537

Epoch: 185   Train Loss: 1.3009175110836417   Valid Loss: 1.407347838083903

Epoch: 186   Train Loss: 1.3020042521612984   Valid Loss: 1.3993111583921645

Epoch: 187   Train Loss: 1.3002631226364447   Valid Loss: 1.4026625288857355

Epoch: 188   Train Loss: 1.3053632269100266   Valid Loss: 1.4013170003890991

Epoch: 189   Train Loss: 1.295643694546758   Valid Loss: 1.393612715933058

Epoch: 190   Train Loss: 1.2922370336493667   Valid Loss: 1.3940589825312297

Epoch: 191   Train Loss: 1.2969878644359356   Valid Loss: 1.3986237049102783

Epoch: 192   Train Loss: 1.2959654404192555   Valid Loss: 1.3945434623294406

Epoch: 193   Train Loss: 1.2990864539632991   Valid Loss: 1.3924082385169134

Epoch: 194   Train Loss: 1.3036897985302671   Valid Loss: 1.3998949660195246

Epoch: 195   Train Loss: 1.305433803675126   Valid Loss: 1.392765720685323

Epoch: 196   Train Loss: 1.3042344925354938   Valid Loss: 1.4005486832724676

Epoch: 197   Train Loss: 1.2959163456547016   Valid Loss: 1.3869833283954196

Epoch: 198   Train Loss: 1.2981592222135894   Valid Loss: 1.3883326450983684

Epoch: 199   Train Loss: 1.291520398490283   Valid Loss: 1.3885470893647935

