Epoch: 0   Train Loss: 3.503167069688135   Valid Loss: 3.7963999112447104

Epoch: 1   Train Loss: 3.4662232982869052   Valid Loss: 3.75532775455051

Epoch: 2   Train Loss: 3.432208995429837   Valid Loss: 3.716103845172458

Epoch: 3   Train Loss: 3.3977813234134597   Valid Loss: 3.6798797448476157

Epoch: 4   Train Loss: 3.363536698477609   Valid Loss: 3.643853505452474

Epoch: 5   Train Loss: 3.329450831121328   Valid Loss: 3.6100448502434626

Epoch: 6   Train Loss: 3.295579988129285   Valid Loss: 3.5644767549302845

Epoch: 7   Train Loss: 3.262157508305141   Valid Loss: 3.5328358809153237

Epoch: 8   Train Loss: 3.2293457644326344   Valid Loss: 3.4920581446753607

Epoch: 9   Train Loss: 3.1970130764708227   Valid Loss: 3.465996265411377

Epoch: 10   Train Loss: 3.165305181425445   Valid Loss: 3.4357812669542103

Epoch: 11   Train Loss: 3.134621284445938   Valid Loss: 3.3909254339006214

Epoch: 12   Train Loss: 3.1050844727730262   Valid Loss: 3.369188759062025

Epoch: 13   Train Loss: 3.075515265367469   Valid Loss: 3.321920315424601

Epoch: 14   Train Loss: 3.048279742805325   Valid Loss: 3.305401007334391

Epoch: 15   Train Loss: 3.0215662888118198   Valid Loss: 3.2706643210517035

Epoch: 16   Train Loss: 2.9958265411610507   Valid Loss: 3.2453249560462103

Epoch: 17   Train Loss: 2.9712906564985   Valid Loss: 3.216830015182495

Epoch: 18   Train Loss: 2.9473357833161646   Valid Loss: 3.1987134085761175

Epoch: 19   Train Loss: 2.9244630482732035   Valid Loss: 3.1726290120018854

Epoch: 20   Train Loss: 2.902384417397635   Valid Loss: 3.1528546810150146

Epoch: 21   Train Loss: 2.881941153078663   Valid Loss: 3.1235701772901745

Epoch: 22   Train Loss: 2.8618525728887443   Valid Loss: 3.0998675558302136

Epoch: 23   Train Loss: 2.843384324287882   Valid Loss: 3.0808262825012207

Epoch: 24   Train Loss: 2.8247933290442644   Valid Loss: 3.068290366066827

Epoch: 25   Train Loss: 2.806558166231428   Valid Loss: 3.0430958535936146

Epoch: 26   Train Loss: 2.789614657966458   Valid Loss: 3.029104709625244

Epoch: 27   Train Loss: 2.7729799504182777   Valid Loss: 3.0076350371042886

Epoch: 28   Train Loss: 2.759077704682642   Valid Loss: 2.986334933174981

Epoch: 29   Train Loss: 2.7429794778629226   Valid Loss: 2.982520262400309

Epoch: 30   Train Loss: 2.7257548011079127   Valid Loss: 2.9557100931803384

Epoch: 31   Train Loss: 2.711450917380197   Valid Loss: 2.9349330531226263

Epoch: 32   Train Loss: 2.6964458835368252   Valid Loss: 2.9280064370897083

Epoch: 33   Train Loss: 2.6803530770905164   Valid Loss: 2.9100724856058755

Epoch: 34   Train Loss: 2.6665125574384416   Valid Loss: 2.8822433153788247

Epoch: 35   Train Loss: 2.6531607520823575   Valid Loss: 2.88220837381151

Epoch: 36   Train Loss: 2.6378187452043806   Valid Loss: 2.8583632840050592

Epoch: 37   Train Loss: 2.6229014688608596   Valid Loss: 2.8429623709784613

Epoch: 38   Train Loss: 2.6118074387920145   Valid Loss: 2.832420931922065

Epoch: 39   Train Loss: 2.6003378508042316   Valid Loss: 2.8135316371917725

Epoch: 40   Train Loss: 2.588442495891026   Valid Loss: 2.7978599866231284

Epoch: 41   Train Loss: 2.5754055101044324   Valid Loss: 2.799988269805908

Epoch: 42   Train Loss: 2.5639036966829885   Valid Loss: 2.7813844945695667

Epoch: 43   Train Loss: 2.5502002725795823   Valid Loss: 2.771156814363268

Epoch: 44   Train Loss: 2.5397646767752513   Valid Loss: 2.7538526588016086

Epoch: 45   Train Loss: 2.530537546897421   Valid Loss: 2.747106949488322

Epoch: 46   Train Loss: 2.5182653300616207   Valid Loss: 2.7357097466786704

Epoch: 47   Train Loss: 2.511193241391863   Valid Loss: 2.7244852913750544

Epoch: 48   Train Loss: 2.498265110716528   Valid Loss: 2.7167260117001004

Epoch: 49   Train Loss: 2.48710078609233   Valid Loss: 2.7054122818840876

Epoch: 50   Train Loss: 2.4804238251277377   Valid Loss: 2.6938682397206626

Epoch: 51   Train Loss: 2.468511420853284   Valid Loss: 2.678629000981649

Epoch: 52   Train Loss: 2.4615669299145133   Valid Loss: 2.667252116733127

Epoch: 53   Train Loss: 2.452558858054025   Valid Loss: 2.6629558404286704

Epoch: 54   Train Loss: 2.4415489654151763   Valid Loss: 2.65110272831387

Epoch: 55   Train Loss: 2.4312621136100923   Valid Loss: 2.6428711149427624

Epoch: 56   Train Loss: 2.4219164605043373   Valid Loss: 2.6259393427107067

Epoch: 57   Train Loss: 2.4153363607367693   Valid Loss: 2.625677982966105

Epoch: 58   Train Loss: 2.4073983503847707   Valid Loss: 2.609042856428358

Epoch: 59   Train Loss: 2.39827037830742   Valid Loss: 2.6026105086008706

Epoch: 60   Train Loss: 2.3872933241785788   Valid Loss: 2.593849261601766

Epoch: 61   Train Loss: 2.380688205057261   Valid Loss: 2.5898586908976235

Epoch: 62   Train Loss: 2.3724175083393955   Valid Loss: 2.572873009575738

Epoch: 63   Train Loss: 2.3667561034766997   Valid Loss: 2.5768443213568792

Epoch: 64   Train Loss: 2.3587275621842365   Valid Loss: 2.553841405444675

Epoch: 65   Train Loss: 2.347486369463862   Valid Loss: 2.5421655442979603

Epoch: 66   Train Loss: 2.3402812675553926   Valid Loss: 2.5475654337141247

Epoch: 67   Train Loss: 2.3310173141713046   Valid Loss: 2.530705372492472

Epoch: 68   Train Loss: 2.3218871671326307   Valid Loss: 2.5224667655097113

Epoch: 69   Train Loss: 2.317703120562495   Valid Loss: 2.516614940431383

Epoch: 70   Train Loss: 2.3097858964180458   Valid Loss: 2.5069454511006675

Epoch: 71   Train Loss: 2.306792599814279   Valid Loss: 2.50689525074429

Epoch: 72   Train Loss: 2.294315440314157   Valid Loss: 2.4951005246904163

Epoch: 73   Train Loss: 2.2876435056024667   Valid Loss: 2.4810857507917614

Epoch: 74   Train Loss: 2.2825770621397057   Valid Loss: 2.4774701595306396

Epoch: 75   Train Loss: 2.2821522294258583   Valid Loss: 2.475944916407267

Epoch: 76   Train Loss: 2.271263463156564   Valid Loss: 2.4635905159844294

Epoch: 77   Train Loss: 2.2628100502247714   Valid Loss: 2.45976275867886

Epoch: 78   Train Loss: 2.256333219761751   Valid Loss: 2.457211971282959

Epoch: 79   Train Loss: 2.2487744993093064   Valid Loss: 2.452104833390978

Epoch: 80   Train Loss: 2.2433967687645735   Valid Loss: 2.4399105177985296

Epoch: 81   Train Loss: 2.2389484570950877   Valid Loss: 2.42757256825765

Epoch: 82   Train Loss: 2.2306287483293183   Valid Loss: 2.423123518625895

Epoch: 83   Train Loss: 2.224151304789952   Valid Loss: 2.4226073688930936

Epoch: 84   Train Loss: 2.2204169594511693   Valid Loss: 2.424402289920383

Epoch: 85   Train Loss: 2.2174650114409777   Valid Loss: 2.4198046260409884

Epoch: 86   Train Loss: 2.2078311346015154   Valid Loss: 2.4000098175472684

Epoch: 87   Train Loss: 2.2015968974755733   Valid Loss: 2.393179098765055

Epoch: 88   Train Loss: 2.197958634824169   Valid Loss: 2.3843850559658475

Epoch: 89   Train Loss: 2.1882783150186342   Valid Loss: 2.3908623854319253

Epoch: 90   Train Loss: 2.1874922149035396   Valid Loss: 2.3754670884874134

Epoch: 91   Train Loss: 2.183681449111627   Valid Loss: 2.400408532884386

Epoch: 92   Train Loss: 2.1798970115428067   Valid Loss: 2.3780659569634333

Epoch: 93   Train Loss: 2.1752729075295583   Valid Loss: 2.3626665009392633

Epoch: 94   Train Loss: 2.1725646379042645   Valid Loss: 2.3537096712324352

Epoch: 95   Train Loss: 2.164312713000239   Valid Loss: 2.35253201590644

Epoch: 96   Train Loss: 2.1595831695868046   Valid Loss: 2.3472357326083713

Epoch: 97   Train Loss: 2.1541981599768816   Valid Loss: 2.3378870487213135

Epoch: 98   Train Loss: 2.1513539577017027   Valid Loss: 2.337685055202908

Epoch: 99   Train Loss: 2.144535998908841   Valid Loss: 2.342101494471232

Epoch: 100   Train Loss: 2.139917252015094   Valid Loss: 2.331680589252048

Epoch: 101   Train Loss: 2.1383293696812222   Valid Loss: 2.3261063628726535

Epoch: 102   Train Loss: 2.13133015438002   Valid Loss: 2.3372057808770075

Epoch: 103   Train Loss: 2.129319054739816   Valid Loss: 2.3120398786332874

Epoch: 104   Train Loss: 2.125178356559909   Valid Loss: 2.3076313071780734

Epoch: 105   Train Loss: 2.1172579259288553   Valid Loss: 2.3069301181369357

Epoch: 106   Train Loss: 2.1191330734564335   Valid Loss: 2.303135289086236

Epoch: 107   Train Loss: 2.1109432930849037   Valid Loss: 2.2894964747958713

Epoch: 108   Train Loss: 2.103682649378874   Valid Loss: 2.292807420094808

Epoch: 109   Train Loss: 2.100268709416292   Valid Loss: 2.2885313034057617

Epoch: 110   Train Loss: 2.0975312456792716   Valid Loss: 2.289184225930108

Epoch: 111   Train Loss: 2.095466110171104   Valid Loss: 2.279198024008009

Epoch: 112   Train Loss: 2.0959054012687837   Valid Loss: 2.2828903198242188

Epoch: 113   Train Loss: 2.095970241390929   Valid Loss: 2.2754202948676214

Epoch: 114   Train Loss: 2.08435751467335   Valid Loss: 2.272673183017307

Epoch: 115   Train Loss: 2.0842792720210794   Valid Loss: 2.263377957873874

Epoch: 116   Train Loss: 2.0777211213598448   Valid Loss: 2.264112803671095

Epoch: 117   Train Loss: 2.073859835157589   Valid Loss: 2.2679135931862726

Epoch: 118   Train Loss: 2.076366409963491   Valid Loss: 2.2542596922980414

Epoch: 119   Train Loss: 2.0673478914766896   Valid Loss: 2.247291260295444

Epoch: 120   Train Loss: 2.064339990518531   Valid Loss: 2.2463603681988187

Epoch: 121   Train Loss: 2.061235950917614   Valid Loss: 2.23482076327006

Epoch: 122   Train Loss: 2.0568385440476087   Valid Loss: 2.2427836259206138

Epoch: 123   Train Loss: 2.0551455483144645   Valid Loss: 2.2359051042132907

Epoch: 124   Train Loss: 2.0588965999836826   Valid Loss: 2.2333933379915027

Epoch: 125   Train Loss: 2.061833218652375   Valid Loss: 2.2319124142328897

Epoch: 126   Train Loss: 2.047160124292179   Valid Loss: 2.2244826555252075

Epoch: 127   Train Loss: 2.0417783163031755   Valid Loss: 2.2308133840560913

Epoch: 128   Train Loss: 2.04236110375852   Valid Loss: 2.221177856127421

Epoch: 129   Train Loss: 2.038719393769089   Valid Loss: 2.214286102188958

Epoch: 130   Train Loss: 2.0338074966352813   Valid Loss: 2.2216018438339233

Epoch: 131   Train Loss: 2.0356435045904044   Valid Loss: 2.222912563218011

Epoch: 132   Train Loss: 2.032281661520199   Valid Loss: 2.2120880948172674

Epoch: 133   Train Loss: 2.031708931436344   Valid Loss: 2.2137477927737765

Epoch: 134   Train Loss: 2.0285951677633793   Valid Loss: 2.201560470792982

Epoch: 135   Train Loss: 2.0226917534458395   Valid Loss: 2.201785935295953

Epoch: 136   Train Loss: 2.025004211737185   Valid Loss: 2.2103753884633384

Epoch: 137   Train Loss: 2.0192035825885073   Valid Loss: 2.2021074692408242

Epoch: 138   Train Loss: 2.0124030794416154   Valid Loss: 2.205839157104492

Epoch: 139   Train Loss: 2.008951038730388   Valid Loss: 2.1928676764170327

Epoch: 140   Train Loss: 2.007197229229674   Valid Loss: 2.1961556143230863

Epoch: 141   Train Loss: 2.0077898575335134   Valid Loss: 2.2019586430655584

Epoch: 142   Train Loss: 2.0031576253929915   Valid Loss: 2.183299038145277

Epoch: 143   Train Loss: 2.0000762209600333   Valid Loss: 2.2018441226747303

Epoch: 144   Train Loss: 1.998958782273896   Valid Loss: 2.199245731035868

Epoch: 145   Train Loss: 1.9969154596328735   Valid Loss: 2.1909212668736777

Epoch: 146   Train Loss: 1.9961977321274427   Valid Loss: 2.1738392644458346

Epoch: 147   Train Loss: 1.9931319830368976   Valid Loss: 2.179365038871765

Epoch: 148   Train Loss: 1.9940588717557945   Valid Loss: 2.182789127031962

Epoch: 149   Train Loss: 1.996080994606018   Valid Loss: 2.1763812171088324

Epoch: 150   Train Loss: 1.9921346659563026   Valid Loss: 2.174813893106249

Epoch: 151   Train Loss: 1.9794605994711116   Valid Loss: 2.171122021145291

Epoch: 152   Train Loss: 1.9795671555460717   Valid Loss: 2.184975915484958

Epoch: 153   Train Loss: 1.9808941617303966   Valid Loss: 2.166806353463067

Epoch: 154   Train Loss: 1.9799069336482458   Valid Loss: 2.1652075582080417

Epoch: 155   Train Loss: 1.9763160311445898   Valid Loss: 2.175374388694763

Epoch: 156   Train Loss: 1.969792025429862   Valid Loss: 2.159191926320394

Epoch: 157   Train Loss: 1.9713952298067055   Valid Loss: 2.159024225340949

Epoch: 158   Train Loss: 1.970022768390422   Valid Loss: 2.1537059280607433

Epoch: 159   Train Loss: 1.9742053211951742   Valid Loss: 2.1501610014173718

Epoch: 160   Train Loss: 1.9720137094964787   Valid Loss: 2.1590440935558743

Epoch: 161   Train Loss: 1.9656719018001945   Valid Loss: 2.1488813824123807

Epoch: 162   Train Loss: 1.965527673156894   Valid Loss: 2.1462369892332287

Epoch: 163   Train Loss: 1.965411636294151   Valid Loss: 2.154873834715949

Epoch: 164   Train Loss: 1.9595835938745616   Valid Loss: 2.143095506562127

Epoch: 165   Train Loss: 1.9543526269951645   Valid Loss: 2.151291992929247

Epoch: 166   Train Loss: 1.9607656415627928   Valid Loss: 2.142126520474752

Epoch: 167   Train Loss: 1.9504818137811155   Valid Loss: 2.1504869196150036

Epoch: 168   Train Loss: 1.952504688379716   Valid Loss: 2.144858373536004

Epoch: 169   Train Loss: 1.9505386279553782   Valid Loss: 2.1449171039793224

Epoch: 170   Train Loss: 1.9449448658495534   Valid Loss: 2.1438943412568836

Epoch: 171   Train Loss: 1.943706149957618   Valid Loss: 2.1343811750411987

Epoch: 172   Train Loss: 1.947572214262826   Valid Loss: 2.1411427391899958

Epoch: 173   Train Loss: 1.9473756016517172   Valid Loss: 2.13721591896481

Epoch: 174   Train Loss: 1.9405662721517134   Valid Loss: 2.1318804820378623

Epoch: 175   Train Loss: 1.939122392206776   Valid Loss: 2.131118814150492

Epoch: 176   Train Loss: 1.9412376394077224   Valid Loss: 2.1397326787312827

Epoch: 177   Train Loss: 1.9377164670399256   Valid Loss: 2.132339013947381

Epoch: 178   Train Loss: 1.9340513433728899   Valid Loss: 2.130355464087592

Epoch: 179   Train Loss: 1.941349340944874   Valid Loss: 2.1360110574298434

Epoch: 180   Train Loss: 1.9335631253767986   Valid Loss: 2.121096544795566

Epoch: 181   Train Loss: 1.9311314869900138   Valid Loss: 2.135154512193468

Epoch: 182   Train Loss: 1.9308788192515471   Valid Loss: 2.118858708275689

Epoch: 183   Train Loss: 1.9228744336536951   Valid Loss: 2.1276596122317843

Epoch: 184   Train Loss: 1.9322343237546025   Valid Loss: 2.1208529339896307

Epoch: 185   Train Loss: 1.9323467624430755   Valid Loss: 2.1341183450486927

Epoch: 186   Train Loss: 1.9295752243119844   Valid Loss: 2.1243196196026273

Epoch: 187   Train Loss: 1.9237494784958509   Valid Loss: 2.12705041302575

Epoch: 188   Train Loss: 1.913611234450827   Valid Loss: 2.1130241288079157

Epoch: 189   Train Loss: 1.9172644177261664   Valid Loss: 2.117063297165765

Epoch: 190   Train Loss: 1.9132789178770415   Valid Loss: 2.1120058960384793

Epoch: 191   Train Loss: 1.9207401689218015   Valid Loss: 2.1087787681155734

Epoch: 192   Train Loss: 1.9116275286187931   Valid Loss: 2.115648203425937

Epoch: 193   Train Loss: 1.911944004954124   Valid Loss: 2.1202147669262357

Epoch: 194   Train Loss: 1.9124478563970448   Valid Loss: 2.1242890887790256

Epoch: 195   Train Loss: 1.9054163597068008   Valid Loss: 2.1110526985592313

Epoch: 196   Train Loss: 1.9094555791543455   Valid Loss: 2.1069008509318032

Epoch: 197   Train Loss: 1.917124088929624   Valid Loss: 2.1094947391086154

Epoch: 198   Train Loss: 1.9057859133700936   Valid Loss: 2.0993117888768515

Epoch: 199   Train Loss: 1.9047268653402523   Valid Loss: 2.110475950770908

